RXN	1_upper_euphotic	6_upper_euphotic	2_chlorophyllmax	3_below_euphotic	5_uppermesopelagic	7_omz	4_deepabyss
3.11.1.2-RXN	0	0.301029996	0	0.77815125	0.301029996	0.477121255	0
DEOXYRIBOSE-P-ALD-RXN	0.301029996	0	0	0	0.301029996	0.301029996	0
RXN-8078	0	0.602059991	0.477121255	0.301029996	0	0.301029996	0.698970004
SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN	0.602059991	0.477121255	0	0	0.301029996	0	0
CITTRANS-RXN	0.301029996	0	0	0	0.301029996	0.698970004	0.77815125
RXN-7908	0	0.477121255	0.301029996	0.602059991	0.301029996	0.477121255	0.602059991
3-DEHYDROQUINATE-SYNTHASE-RXN	0.698970004	0.301029996	0.301029996	0.602059991	0.698970004	0.77815125	0.301029996
RXN-11761	0	0.301029996	0	0	0.301029996	0	0
AMINOBENZCOALIG-RXN	0	0	0	0.301029996	0	0	0
GTPPYPHOSKIN-RXN	0.477121255	0.301029996	0.477121255	0.698970004	0.477121255	0.698970004	0.477121255
2.1.1.5-RXN	0	0	0	0	0.301029996	0	0
HYDROXYPYRUVATE-REDUCTASE-RXN	0.301029996	0	0	0	0.301029996	0	0.301029996
R223-RXN	0	0.84509804	0	0.602059991	0	0.903089987	1.079181246
ADENOSINE-KINASE-RXN	0	0	0	0	0.301029996	0	0
UGD-RXN	0.698970004	0	0.477121255	0	0.698970004	0.77815125	0.903089987
2.4.1.36-RXN	0	0	0.477121255	0	0.301029996	0	0.698970004
SUCCCOASYN-RXN	0.602059991	0.301029996	0.77815125	0.903089987	0.301029996	1	0.477121255
RXN-10039	0	0	0	0	0	0	0.301029996
QUERCETIN-23-DIOXYGENASE-RXN	0	0	0	0	0	0.477121255	0.301029996
ISPH2-RXN	0.301029996	0	0.477121255	0.698970004	0.477121255	0.954242509	0.84509804
PEPCARBOX-RXN	0.477121255	0.602059991	0.477121255	0.301029996	0	0.477121255	0.301029996
ADENODEAMIN-RXN	0.301029996	0.301029996	0	0.477121255	0	0.77815125	0.301029996
RXN-10055	0.301029996	0.477121255	0.301029996	0	0.477121255	0.301029996	0
RXN-9615	0.698970004	0.77815125	0.301029996	0.301029996	0.301029996	0.903089987	0.903089987
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	0	0.301029996	0	0	0	0	0
THIOREDOXIN-REDUCT-NADPH-RXN	0	0.602059991	0.77815125	0	0.77815125	0.301029996	0.698970004
RXN1G-1053	0.301029996	0	0	0	0	0	0
RXN1G-1050	0.301029996	0	0	0	0	0	0
RXN-11484	0	0	0.301029996	0.301029996	0.477121255	0	0
R345-RXN	0	0.301029996	0	0	0.602059991	0.477121255	0.301029996
CARDIOLIPSYN-RXN	1	0.77815125	0	0	0.77815125	0.301029996	0.602059991
3.1.4.14-RXN	0	0	0	0	0.301029996	0	0
RXN0-6513	0	0.301029996	0	0	0	0	0
COBINAMIDEKIN-RXN	0.301029996	0	0	0	0	0	0
AICARSYN-RXN	0.903089987	0.77815125	0.301029996	0.477121255	0.77815125	0.698970004	0
O-SUCCHOMOSERLYASE-RXN	0.301029996	0.301029996	0.301029996	0	0.477121255	0	0.301029996
2-OXOBUTYRATE-SYNTHASE-RXN	0.301029996	0.477121255	0.301029996	0.602059991	0.301029996	0.477121255	0.903089987
3-ISOPROPYLMALISOM-RXN	0.602059991	1	0.602059991	0.903089987	0.77815125	1	0.602059991
AICARTRANSFORM-RXN	0.301029996	0	0	0	0	0.301029996	0.477121255
DEHYDDEOXGALACTKIN-RXN	0	0	0	0	0	0	0.301029996
RXN-8269	0	0	0	0.301029996	0	0	0
GLUTATHIONE-PEROXIDASE-RXN	0.602059991	0.301029996	0.301029996	0.477121255	0.301029996	0	0
RXN-2463	0	0	0	0	0	0.301029996	0
RXN-8156	0	0	0	0.301029996	0	0	0
2.5.1.46-RXN	0.301029996	0.301029996	0.301029996	0.301029996	0.477121255	0	0.301029996
ACSERLY-RXN	0.698970004	0.477121255	0.477121255	0.698970004	0.602059991	1	0.84509804
CDP-GLUCOSE-46-DEHYDRATASE-RXN	0	0	0.301029996	0.301029996	0.301029996	0.602059991	0
ISOCIT-CLEAV-RXN	0.477121255	0.301029996	0	0.301029996	0.602059991	0.301029996	0.301029996
SHIKIMATE-5-DEHYDROGENASE-RXN	0.301029996	0.301029996	0.477121255	0.301029996	0	0.477121255	0.698970004
RXN-10853	0	0	0	0	0.301029996	0	0
CARBAMATE-KINASE-RXN	0	0.301029996	0	0.301029996	0.301029996	0	0.301029996
NAG1P-URIDYLTRANS-RXN	0.602059991	0.301029996	0	0.301029996	0	0.301029996	0.301029996
DXPREDISOM-RXN	0.477121255	0	0.301029996	0	0.477121255	0.698970004	0.77815125
RXN-11569	0.301029996	0.477121255	0	0.477121255	0.77815125	0.602059991	0.77815125
ALDEHYDE-OXIDASE-RXN	0.301029996	0	0	0	0.602059991	0.477121255	0.301029996
RXN66-62	0.301029996	0	0	0	0.602059991	0.477121255	0.301029996
RIBAZOLEPHOSPHAT-RXN	0	0	0	0	0	0.301029996	0
2OXOGLUTARATEDEH-RXN	0.477121255	0.602059991	0	0	0	0	0.301029996
2.1.3.1-RXN	0.477121255	0.477121255	0.301029996	0.477121255	0.301029996	0.602059991	0.698970004
RXN-10819	0.477121255	0	0	0	0	0	0.301029996
ASNSYNA-RXN	0	0.301029996	0	0.301029996	0.698970004	0.477121255	0.77815125
DIHYDRODIPICSYN-RXN	0.77815125	0.602059991	0.602059991	0.903089987	0.77815125	0.602059991	0.77815125
PANTOTHENATE-KIN-RXN	0	0.301029996	0.301029996	0.602059991	0.301029996	0.301029996	0.602059991
RXN-9386	0	0.301029996	0	0	0	0	0.301029996
BIOTINLIG-RXN	0	0.301029996	0.477121255	0	0.477121255	0	0
GARTRANSFORMYL2-RXN	0.602059991	0.477121255	0.301029996	0	0.602059991	0.301029996	0.698970004
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN	0	0	0	0	0	0.301029996	0
UDPNACETYLGLUCOSAMACYLTRANS-RXN	0	0.301029996	0.301029996	0.301029996	0	0.602059991	0.301029996
1.14.12.18-RXN	0	0.477121255	0	0	0	0	0
RXN-8102	0	0.602059991	0	0.602059991	0.477121255	0.477121255	0
PHOSPHOGLUCMUT-RXN	0	0.477121255	0	0.301029996	0.301029996	0	0
FUMARYLACETOACETASE-RXN	0.301029996	0.301029996	0	0.477121255	0.301029996	0.602059991	0.77815125
DXS-RXN	0.301029996	0.477121255	0.301029996	0.77815125	0.477121255	0.77815125	0.301029996
PSERTRANSAMPYR-RXN	0.477121255	0.477121255	0.477121255	0	0	0.301029996	0.301029996
1.14.19.1-RXN	0.698970004	0.477121255	0.477121255	0.477121255	0.698970004	0	0.698970004
5.4.99.17-RXN	0	0	0	0.477121255	0	0.301029996	0.602059991
PEPDEPHOS-RXN	0.84509804	0.602059991	0	0.301029996	0.301029996	0	0.602059991
ATPPHOSPHORIBOSYLTRANS-RXN	0.477121255	0.602059991	0	0.602059991	0.477121255	0.477121255	0.301029996
PHOSPHOENOLPYRUVATE-MUTASE-RXN	0.301029996	0	0	0	0	0	0.301029996
PHOSCHOL-RXN	0.301029996	0	0	0	0	0	0.477121255
RXN0-5055	0.301029996	0	0.301029996	0.301029996	0.477121255	0.477121255	0.301029996
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	0.77815125	0.77815125	0	0	0.301029996	0.301029996	0.301029996
HISTIDINE-AMMONIA-LYASE-RXN	0.301029996	0.301029996	0	0	0	0.301029996	0.301029996
RXN-2401	0	0	0.477121255	0	0.477121255	0.477121255	0.477121255
LYSDECARBOX-RXN	0	0	0.301029996	0	0.301029996	0	0.301029996
RXN0-949	0.477121255	0.602059991	0.301029996	0.477121255	0.602059991	0.301029996	0.477121255
2.5.1.21-RXN	0	0	0	0.301029996	0	0	0.477121255
PRTRANS-RXN	0.301029996	0	0.477121255	0.698970004	0.602059991	0.77815125	0.602059991
UROGENDECARBOX-RXN	0.602059991	0.301029996	0.301029996	0.301029996	0	0.301029996	0.301029996
AMONITRO-RXN	0	0	0	0.301029996	0	0	0
RXN0-302	0	0	0.301029996	0	0.301029996	0.477121255	0.477121255
MALYL-COA-LYASE-RXN	0	0	0	0	0	0	0.301029996
P-PANTOCYSDECARB-RXN	0	0.477121255	0.477121255	0.477121255	0	0	0
PHOSPHAGLYPSYN-RXN	0.301029996	0.301029996	0	0.301029996	0.698970004	0.698970004	0
HOMSUCTRAN-RXN	0	0	0.301029996	0	0	0	0
RXN-12611	0	0.301029996	0	0.301029996	0	0	0
23-DIMETHYLMALATE-LYASE-RXN	0	0.301029996	0	0.301029996	0	0	0
RXN66-221	0.301029996	0	0	0	0	0	0.477121255
RXN-9718	0	0	0	0	0	0	0.602059991
RXN1G-951	0.301029996	0	0	0	0	0	0
GLUCONATE-5-DEHYDROGENASE-RXN	0.301029996	0	0	0	0	0	0
1.2.1.2-RXN	0.84509804	0.698970004	0.477121255	0.903089987	1.230448921	1.204119983	1
CHOLATE--COA-LIGASE-RXN	0	0	0	0	0	0.301029996	0
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	0.903089987	0.698970004	0	0.602059991	0.477121255	0.602059991	0.301029996
RXN1F-20	0.698970004	0.698970004	0	0.698970004	0.602059991	0	0.602059991
RXN1G-1247	0.301029996	0	0	0	0	0	0
URACIL-PRIBOSYLTRANS-RXN	0.301029996	0	0	0	0.77815125	0.301029996	0.301029996
2.7.7.1-RXN	0	0	0.301029996	0	0	0	0
2.8.1.6-RXN	0.477121255	0	0	0	0.602059991	0.301029996	0.301029996
NAD-SYNTH-GLN-RXN	0.602059991	0.698970004	0.698970004	0.698970004	0.954242509	0.84509804	0.477121255
KDO-8PSYNTH-RXN	0	0.301029996	0.301029996	0.698970004	0.301029996	0.84509804	0.301029996
SAICARSYN-RXN	0.477121255	0.602059991	0	0	0.602059991	0.477121255	0.602059991
NITRITE-REDUCTASE-CYTOCHROME-RXN	0.477121255	0	0.301029996	0.301029996	0	0	0
ASPAMINOTRANS-RXN	0.77815125	1.041392685	0.77815125	0.602059991	0.77815125	1.041392685	1
SUCCGLUDESUCC-RXN	0	0	0	0	0	0	0.477121255
2.5.1.41-RXN	0	0	0	0	0.477121255	0	0
L-LACTATE-DEHYDROGENASE-RXN	0.77815125	0.301029996	0.477121255	0.477121255	0.477121255	0.84509804	1
GLYCOLATEDEHYDRO-RXN	0.77815125	0	0.301029996	0.477121255	0	0.301029996	0.301029996
RXN0-1133	0.77815125	0.954242509	0.698970004	0.602059991	0.301029996	0.84509804	0.77815125
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	0	0	0	0.301029996	0.301029996	0.477121255	0.301029996
GLUTAMINESYN-RXN	0.903089987	1	0.301029996	0.903089987	1.113943352	1.041392685	1.079181246
GLYCINE--TRNA-LIGASE-RXN	0.84509804	0.477121255	0	0.477121255	0.77815125	0.698970004	0.903089987
CREATININASE-RXN	0.301029996	0.477121255	0	0.698970004	0.301029996	0.477121255	0.477121255
RXNI-2	0	0	0	0.477121255	0.301029996	0	0.301029996
RXN-11316	0.477121255	0	0	0	0	0.301029996	0
DCTP-DEAM-RXN	0.301029996	0	0.301029996	0	0	0.602059991	0
RXN-12144	0	0	0	0.301029996	0.301029996	0	0
1.1.1.34-RXN	0	0.301029996	0.301029996	0.301029996	0	0.301029996	0
CITSYN-RXN	0.84509804	0.77815125	0	0.698970004	0.698970004	0.602059991	0.84509804
CYSTAGLY-RXN	0	0	0	0	0	0	0.301029996
GLYCEROL-KIN-RXN	0.301029996	0.903089987	0.602059991	0.477121255	0.477121255	0.77815125	0.602059991
RXN0-6478	0.602059991	0.301029996	0.698970004	0.77815125	0.77815125	0.903089987	0.698970004
RIB5PISOM-RXN	0.477121255	0.698970004	0	0.477121255	0.477121255	0.301029996	0
RXN-9220	0	0	0	0	0.301029996	0.301029996	0
RXN-8809	0	0	0	0	0.301029996	0	0
CYTDEAM-RXN	0	0.301029996	0	0.477121255	0.477121255	0	0.477121255
RXN-11084	0	0	0	0	0.301029996	0.477121255	0
3-ISOPROPYLMALDEHYDROG-RXN	0.698970004	0.698970004	0	0.77815125	0.903089987	0.77815125	0.84509804
3.1.26.5-RXN	0.698970004	0.477121255	0.77815125	0.77815125	0.77815125	0.903089987	0.84509804
GLUTATHIONE-SYN-RXN	0.301029996	0	0	0	0.301029996	0.77815125	0.301029996
RXN-7811	0	0	0	0	0.477121255	0	0
DALADALALIG-RXN	0.602059991	0.301029996	0.301029996	0.477121255	0.301029996	0.602059991	0.602059991
DTDPKIN-RXN	0.698970004	0.602059991	0.301029996	0.477121255	0.477121255	0.301029996	0.698970004
RXNARA-8002	0	0.301029996	0.477121255	0.477121255	0	0.301029996	0
METHANOL-DEHYDROGENASE-RXN	0.301029996	0	0	0	0.301029996	0	0.301029996
RXN0-1132	1.041392685	1.113943352	0.84509804	0.84509804	0.903089987	1.204119983	1.079181246
RXN-2901	0	0.602059991	0	0	0	0.301029996	0
FPPSYN-RXN	0.301029996	0	0	0.301029996	0.698970004	0.301029996	0.301029996
ISOCHORMAT-RXN	0	0	0.301029996	0.301029996	0	0.477121255	0
THI-P-SYN-RXN	0	0.301029996	0.301029996	0.477121255	0	0	0.301029996
THRESYN-RXN	0.301029996	0.954242509	0.477121255	0.602059991	0.903089987	0.954242509	1.079181246
2.5.1.32-RXN	0	0.301029996	0.477121255	0.477121255	0	0.301029996	0
RXN0-5293	0	0.77815125	0	0	0	0.477121255	0
GSAAMINOTRANS-RXN	0	0.84509804	0.602059991	0.77815125	0.301029996	0.602059991	0.903089987
RXN-11472	0.477121255	0.477121255	0	0	0	0.301029996	0.301029996
HISTIDINE--TRNA-LIGASE-RXN	0	0.602059991	0.602059991	0.301029996	0.477121255	0.84509804	0.77815125
CMPKI-RXN	0.301029996	0	0	0.301029996	0.698970004	0.84509804	0.301029996
ADENPRIBOSYLTRAN-RXN	0	0	0.477121255	0.301029996	0.301029996	0.698970004	0.301029996
2-METHYLCITRATE-DEHYDRATASE-RXN	0.477121255	0	0	0	0	0.301029996	0.477121255
RXN-8999	0.477121255	0.301029996	0	0.301029996	0.602059991	0.301029996	0.301029996
CYCLOHEXADIENYL-DEHYDROGENASE-RXN	0.698970004	0.301029996	0	0	0.477121255	0	0.477121255
GCVMULTI-RXN	0.301029996	0	0	0.301029996	0	0	0.477121255
RXN-9722	0.477121255	0.477121255	0	0	0	0.301029996	0.301029996
RXNI-3	0.301029996	0.301029996	0	0	0	0	0
RXN-12274	0.77815125	0.698970004	0.301029996	0.903089987	1.176091259	1.146128036	0.84509804
12-OXOPHYTODIENOATE-REDUCTASE-RXN	0	0	0	0.301029996	0	0.301029996	0
RXN-8838	0	0.301029996	0.301029996	0	0	0	0.477121255
RIBOFLAVIN-SYN-RXN	0.301029996	0.301029996	0.77815125	0	0.301029996	0.903089987	0.77815125
RXN1G-163	0.301029996	0	0	0	0	0	0
ARGSUCCINLYA-RXN	0.602059991	0	0.301029996	0.477121255	0.477121255	0.602059991	0.698970004
THREDEHYD-RXN	0.477121255	0.301029996	0	0	0.602059991	0.477121255	0
AIRCARBOXY-RXN	0	0.301029996	0.477121255	0.477121255	0.77815125	0	0
BIOTIN-CARBOXYL-RXN	0.477121255	0.698970004	0	0.477121255	0.602059991	0.698970004	0.301029996
GLURS-RXN	0.602059991	0.698970004	0.602059991	0	0.84509804	0.301029996	0.698970004
HISTAMINOTRANS-RXN	0.301029996	0.698970004	0.477121255	0	0.698970004	0.602059991	0.84509804
RXN1G-287	0.301029996	0	0	0	0	0	0
AMPSYN-RXN	0.903089987	0.77815125	0.301029996	0.477121255	0.77815125	0.698970004	0
MANNPISOM-RXN	0.477121255	0	0	0	0.301029996	0	0.477121255
RXN-11471	0	0	0	0	0	0.301029996	0
ASPARAGHYD-RXN	0.477121255	0	0.301029996	0.301029996	0	0.602059991	0.602059991
RXN-5283	0.301029996	0	0	0	0	0	0
RIBOFLAVINKIN-RXN	0	0	0	0	0.602059991	0.301029996	0
GAPOXNPHOSPHN-RXN	0.477121255	0.698970004	0.602059991	0.301029996	0.301029996	0.602059991	0.77815125
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	1.176091259	1.079181246	0.903089987	1.113943352	0.698970004	1.113943352	1.079181246
2.7.7.60-RXN	0	0	0	0.477121255	0.477121255	0.301029996	0.477121255
RXN-12000	0.903089987	1.278753601	0.602059991	0.602059991	1.255272505	1.176091259	1.204119983
SHIKIMATE-KINASE-RXN	0	0.301029996	0.301029996	0.477121255	0.301029996	0.602059991	0.301029996
GLUCUROISOM-RXN	0.602059991	0	0	0	0	0	0.301029996
RXN0-299	0.602059991	0.602059991	0.477121255	0	0.602059991	0.698970004	0.301029996
NAD-KIN-RXN	0.77815125	0.602059991	0.477121255	0	0.602059991	0	0
RXN0-901	0.301029996	0.698970004	0	0.602059991	0	0.698970004	0.477121255
3.2.1.33-RXN	0	0	0	0	0	0	0.301029996
RXN0-6485	0.602059991	0.301029996	0.698970004	0.77815125	0.77815125	0.903089987	0.698970004
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	0.477121255	0.301029996	0.301029996	0.301029996	0.301029996	0.301029996	0.301029996
TOLUENE-SIDE-CHAIN-MONOOXYGENASE-RXN	0	0	0	0.301029996	0	0	0
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	0	0	0	0.477121255	0	0.477121255	0.301029996
DIHYDROPICRED-RXN	0	0.698970004	0	0	0.301029996	0.301029996	0.301029996
6PFRUCTPHOS-RXN	0.301029996	0.477121255	0	0	0.301029996	0.602059991	0.477121255
AMINO-CARBOXYMUCONATE-SEMIALDEHYDE-RXN	0	0.301029996	0	0	0	0.301029996	0.301029996
CYSTATHIONINE-BETA-SYNTHASE-RXN	0.602059991	0.477121255	0	0.77815125	0.602059991	0.77815125	0.77815125
LIPIDXSYNTHESIS-RXN	0.301029996	0	0	0	0.301029996	0	0
METHENYLTHFCYCLOHYDRO-RXN	0	0.477121255	0	0	0	0.77815125	0.477121255
RXN-11322	0.301029996	0	0	0	0	0	0.477121255
TRYPTOPHAN-23-DIOXYGENASE-RXN	0.301029996	0.477121255	0	0	0.301029996	0.477121255	0
IMIDAZOLONEPROPIONASE-RXN	0	0	0.301029996	0	0.477121255	0	0
RXN1G-881	0.301029996	0	0	0	0	0	0
4.1.1.77-RXN	0	0.301029996	0	0	0	0	0.301029996
PHENYLACETATE--COA-LIGASE-RXN	0.477121255	0.301029996	0	0	0	0	0.301029996
R465-RXN	0	0.301029996	0	0	0	0	0
RXN-710	0.477121255	0.477121255	0	0	0	0.301029996	0.301029996
1.8.98.1-RXN	0.301029996	0	0.477121255	0	0	0.301029996	0.301029996
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	0.602059991	0.903089987	0.602059991	0.84509804	0.954242509	0.954242509	0.84509804
1.1.1.178-RXN	0.301029996	0	0	0	0.477121255	0	0.301029996
GMP-SYN-GLUT-RXN	1.230448921	0.477121255	0.77815125	0.84509804	0.698970004	1.230448921	1.322219295
1.11.1.12-RXN	0.602059991	0.301029996	0.301029996	0.477121255	0.301029996	0	0
HISTCYCLOHYD-RXN	0	0.477121255	0.301029996	0	0	0.602059991	0
ISOLEUCINE--TRNA-LIGASE-RXN	1.113943352	0.954242509	0.602059991	0.602059991	0.954242509	0.602059991	0.954242509
CYTIDEAM2-RXN	0	0	0.301029996	0.301029996	0	0	0.301029996
RXN-8992	0	0.301029996	0	0.301029996	0	0.77815125	0.301029996
RXN0-5408	0.77815125	0.77815125	0	0	0	0.301029996	0.301029996
TREHALOSE6PSYN-RXN	0	0	0.477121255	0	0.301029996	0	0.698970004
ENZRXN-161-RXN	0	0	0.301029996	0	0	0	0
CHOLINE-KINASE-RXN	0	0	0	0	0.301029996	0	0
URIDINEKIN-RXN	0	0.301029996	0.301029996	0	0	0.301029996	0
RXN0-5146	0	0	0	0	0	0	0.301029996
6.3.2.10-RXN	0	0	0	0	0.301029996	0	0.301029996
HISTOLDEHYD-RXN	0.602059991	0.477121255	0.301029996	0.84509804	0.477121255	0.477121255	0.477121255
RXN-2861	0.301029996	0	0	0	0.301029996	0	0.301029996
N-ACETYLTRANSFER-RXN	0.301029996	0.477121255	0.301029996	0	0.477121255	0.301029996	0.301029996
CATAL-RXN	0.602059991	0	0.301029996	0.301029996	0	0	0.477121255
RXNN-386	0	0.698970004	0	0	0	0	0
RXN-9	0.301029996	0.602059991	0	0.477121255	0.301029996	0.477121255	0.77815125
GLUCDEHYDROG-RXN	0	0.477121255	0.477121255	0.301029996	0.477121255	0.77815125	1
NITRATE-REDUCTASE-CYTOCHROME-RXN	0	0	0.477121255	0.301029996	0	0	0.301029996
RXN0-3561	0.301029996	0	0	0	0.301029996	0.477121255	0.602059991
ACETYLORNDEACET-RXN	0	0.301029996	0.301029996	0.477121255	0.77815125	0.698970004	0.77815125
FABAUNSATDEHYDR-RXN	0	0	0	0	0.301029996	0	0.477121255
RXN-7812	0	0	0	0	0.477121255	0	0
AGMATIN-RXN	0.477121255	0.602059991	0	0.477121255	0.477121255	0.698970004	0.77815125
HISTIDPHOS-RXN	0.301029996	0.301029996	0.301029996	0	0.301029996	0.477121255	0
RXN66-3	0.903089987	1.278753601	0.602059991	0.602059991	1.255272505	1.204119983	1.230448921
RXN-982	0	0.301029996	0	0.602059991	0.602059991	0	0.301029996
RIBOFLAVINSYNDEAM-RXN	0	0	0	0	0	0.477121255	0.301029996
GLUCOSE-1-DEHYDROGENASE-RXN	0.477121255	0.602059991	0.477121255	0.301029996	0	0.301029996	0.477121255
RXN-12141	0.77815125	0.698970004	0	0	0.301029996	0	0
1.1.1.8-RXN	0	0	0.301029996	0	0	0	0
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN	0.301029996	0.698970004	0	0	0	0.301029996	0
H2PTERIDINEPYROPHOSPHOKIN-RXN	0.477121255	0	0.301029996	0	0	0.301029996	0.477121255
FGAMSYN-RXN	0.698970004	0.903089987	0.698970004	0.903089987	1	1	0.84509804
ALCOHOL-DEHYDROG-RXN	0.903089987	0.84509804	0.602059991	0.77815125	0.903089987	1.041392685	1.113943352
RXN0-5260	0.477121255	0	0	0.602059991	0.301029996	0.301029996	0.602059991
ADENYLYLSULFATE-REDUCTASE-RXN	0	0	0	0.602059991	0.301029996	0.602059991	0.602059991
DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	0	0	0.301029996	0	0	0	0
R161-RXN	0	0	0	0	0	0	0.477121255
RXN-1082	0	0	0	0	0	0.477121255	0.301029996
GLYC3PDEHYDROGBIOSYN-RXN	0.602059991	0.301029996	0	0.698970004	0.477121255	0.301029996	0.602059991
L-RHAMNONO-14-LACTONASE-RXN	0	0	0	0	0.477121255	0	0
RXN-12093	0.477121255	0	0.301029996	0	0.301029996	0	0.301029996
2.7.1.68-RXN	0	0	0	0	0	0.301029996	0
GLUTAMIN-RXN	1.176091259	1.113943352	0.954242509	1.113943352	0.698970004	1.146128036	1.079181246
3-OXOACYL-ACP-REDUCT-RXN	0.954242509	0.602059991	0	0.477121255	0.84509804	1	0.84509804
RXN490-3650	0	0	0	0	0.301029996	0	0
RXN1G-613	0.301029996	0	0	0	0	0	0
HOMOSERDEHYDROG-RXN	0	0	0.301029996	0.301029996	0	0.698970004	0.84509804
