SAMPLE	PWY_NAME	PWY_COMMON_NAME	NUM_REACTIONS	NUM_COVERED_REACTIONS	ORF_COUNT	ORF
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_1188_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_511_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_6494_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_7427_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_3794_1
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_4366_1
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_1634_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_3484_1
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_5662_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_592_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_4761_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_3370_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_1338_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_7811_1
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_596_1
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_617_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_333_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_4727_1
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_5750_1
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_847_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_5955_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_4186_1
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_1463_1
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_6253_1
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_2995_1
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_1145_1
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_1145_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_272_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_2001_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_4288_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_5678_0
1_upper_euphotic	PWY-5913	TCA cycle VI (obligate autotrophs)	11	10	65	1_upper_euphotic_1890_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_3417_1
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_5061_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_6849_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_670_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_6850_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_7146_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_4994_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_1112_1
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_7285_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_807_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_6790_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_1389_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_4966_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_1182_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_5712_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_7082_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_4484_1
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_1950_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_6217_1
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_5525_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_1481_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_7753_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_3484_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_5237_1
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_3484_1
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_7056_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_1727_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_7127_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_7811_1
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_596_1
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_333_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_4917_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_5750_1
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_5955_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_7409_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_1463_1
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_2995_1
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_3337_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_272_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_2001_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_4288_0
1_upper_euphotic	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	46	1_upper_euphotic_5678_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_3417_1
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_670_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_6849_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_6850_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_1112_1
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_7285_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_807_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_6790_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_1389_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_4966_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_5712_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_1182_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_1950_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_6217_1
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_5525_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_5237_1
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_1727_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_7127_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_7811_1
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_333_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_5750_1
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_5955_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_1463_1
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_2995_1
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_2790_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_272_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_2001_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_4288_0
1_upper_euphotic	REDCITCYC	TCA cycle III (helicobacter)	9	8	33	1_upper_euphotic_5678_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_3417_1
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_1374_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_14_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_670_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_6849_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_6850_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_7146_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_1112_1
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_7285_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_807_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_6790_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_1389_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_2748_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_5407_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_5712_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_1182_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_7082_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_1950_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_4484_1
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_6217_1
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_5525_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_3484_1
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_4761_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_3370_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_1338_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_7811_1
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_596_1
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_333_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_5750_1
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_5006_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_5955_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_1463_1
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_6253_1
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_2995_1
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_272_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_2001_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_4288_0
1_upper_euphotic	PWY-5690	TCA cycle II (eukaryotic)	9	8	42	1_upper_euphotic_5678_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_3417_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_1374_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_14_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_670_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_6849_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_6850_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_7146_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_5810_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_1112_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_7285_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_807_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_6790_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_1389_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_2748_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_5407_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_5712_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_1182_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_7082_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_1950_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_4484_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_7484_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_6217_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_5525_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_3484_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_4761_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_3370_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_1338_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_7811_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_596_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_2682_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_333_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_5750_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_5006_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_5955_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_1463_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_6253_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_2995_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_2790_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_2701_1
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_272_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_2001_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_4288_0
1_upper_euphotic	TCA	TCA cycle I (prokaryotic)	10	9	43	1_upper_euphotic_5678_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_3417_1
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_6849_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_670_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_5528_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_6850_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_1112_1
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_7285_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_807_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_6790_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_1389_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_5010_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_6401_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_791_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_1182_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_5712_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_5156_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_1950_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_6217_1
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_5525_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_473_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_1483_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_7127_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_7811_1
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_6469_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_684_1
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_333_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_5750_1
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_7211_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_5955_0
1_upper_euphotic	ANARESP1-PWY	respiration (anaerobic)	13	10	44	1_upper_euphotic_4186_1
